frame,hand_id,landmark_id,x,y,z
1,0,0,0.7075934410095215,0.7759177684783936,1.3413894066616194e-06
1,0,1,0.6858651638031006,0.5104193687438965,-0.018117494881153107
1,0,2,0.629900336265564,0.3468509912490845,-0.022940170019865036
1,0,3,0.5857391357421875,0.20046591758728027,-0.019761746749281883
1,0,4,0.550451397895813,0.07227036356925964,-0.013597195968031883
1,0,5,0.47725632786750793,0.4863548278808594,0.009185738861560822
1,0,6,0.369419664144516,0.38638222217559814,0.04139970615506172
1,0,7,0.3021129369735718,0.33482664823532104,0.06577400863170624
1,0,8,0.25632166862487793,0.3028561472892761,0.08362379670143127
1,0,9,0.46376344561576843,0.6087828874588013,0.03768544644117355
1,0,10,0.3420354127883911,0.5333248376846313,0.07106198370456696
1,0,11,0.27071720361709595,0.48286446928977966,0.09048215299844742
1,0,12,0.21527326107025146,0.4453134834766388,0.10557939112186432
1,0,13,0.47026196122169495,0.7165752053260803,0.0678296834230423
1,0,14,0.3655489683151245,0.6604855060577393,0.10337110608816147
1,0,15,0.3015426993370056,0.6107422709465027,0.11853265017271042
1,0,16,0.25757265090942383,0.5740459561347961,0.12785881757736206
1,0,17,0.48802313208580017,0.7990094423294067,0.09697125107049942
1,0,18,0.4050404131412506,0.7997614741325378,0.12964420020580292
1,0,19,0.354294091463089,0.7830711603164673,0.14513152837753296
1,0,20,0.30952343344688416,0.763684868812561,0.15695472061634064
2,0,0,0.7170261144638062,0.782159686088562,1.0033484159066575e-06
2,0,1,0.6952197551727295,0.5316466689109802,-0.02119552716612816
2,0,2,0.6319948434829712,0.35636967420578003,-0.022024910897016525
2,0,3,0.5836085081100464,0.2041381597518921,-0.017403898760676384
2,0,4,0.5561953783035278,0.07983466982841492,-0.01070823147892952
2,0,5,0.4812449514865875,0.48408856987953186,0.011320489458739758
2,0,6,0.36777549982070923,0.3831647038459778,0.0347386859357357
2,0,7,0.3031427264213562,0.33804136514663696,0.04793618619441986
2,0,8,0.2555210590362549,0.3093602657318115,0.05487144738435745
2,0,9,0.4641749858856201,0.6073486804962158,0.026748182252049446
2,0,10,0.3421764373779297,0.5272400975227356,0.05209806561470032
2,0,11,0.2707398533821106,0.4808486998081207,0.059210922569036484
2,0,12,0.21992531418800354,0.4473457634449005,0.062455322593450546
2,0,13,0.4692883789539337,0.7155711054801941,0.04083101078867912
2,0,14,0.3575969636440277,0.6545221209526062,0.06303384155035019
2,0,15,0.2966027855873108,0.607007622718811,0.06451921164989471
2,0,16,0.25022512674331665,0.5673727989196777,0.06185344234108925
2,0,17,0.4890689551830292,0.8033152222633362,0.05276551842689514
2,0,18,0.40367770195007324,0.8072344064712524,0.06661480665206909
2,0,19,0.3547271490097046,0.7939220666885376,0.07090649008750916
2,0,20,0.31317102909088135,0.772078275680542,0.07387881726026535
3,0,0,0.7218587398529053,0.7927166819572449,9.921128594214679e-07
3,0,1,0.6930748224258423,0.5337235927581787,-0.012564177624881268
3,0,2,0.63069748878479,0.35461169481277466,-0.008547285571694374
3,0,3,0.5835856199264526,0.20120137929916382,-0.0009289518930017948
3,0,4,0.5556268692016602,0.0795120894908905,0.009233781136572361
3,0,5,0.47978079319000244,0.4825908839702606,0.03132794052362442
3,0,6,0.36730849742889404,0.38476133346557617,0.060910847038030624
3,0,7,0.3024940490722656,0.3401558995246887,0.07579610496759415
3,0,8,0.25429821014404297,0.3115686774253845,0.08324110507965088
3,0,9,0.46404314041137695,0.6059303283691406,0.04429241642355919
3,0,10,0.34092938899993896,0.529008686542511,0.07460092753171921
3,0,11,0.2685889005661011,0.48244673013687134,0.0821671262383461
3,0,12,0.2164686620235443,0.4497512876987457,0.08504132926464081
3,0,13,0.4693804979324341,0.7154921889305115,0.05592057481408119
3,0,14,0.35769230127334595,0.6574069261550903,0.0822112113237381
3,0,15,0.2959167957305908,0.6116502285003662,0.08555866032838821
3,0,16,0.24922040104866028,0.5756588578224182,0.08380338549613953
3,0,17,0.4888750910758972,0.8031333088874817,0.06572216749191284
3,0,18,0.4014662802219391,0.798481822013855,0.08275160193443298
3,0,19,0.3507223129272461,0.7819475531578064,0.0886847972869873
3,0,20,0.30653926730155945,0.7603313326835632,0.09254458546638489
4,0,0,0.7169255018234253,0.7883192300796509,9.374556952934654e-07
4,0,1,0.6908494830131531,0.5337786674499512,-0.014453355222940445
4,0,2,0.6337587833404541,0.3556435704231262,-0.016147643327713013
4,0,3,0.5842172503471375,0.20082107186317444,-0.014540573582053185
4,0,4,0.553594172000885,0.07795834541320801,-0.011143093928694725
4,0,5,0.4840811491012573,0.48131269216537476,0.014684868976473808
4,0,6,0.3694725036621094,0.3853759467601776,0.03535504266619682
4,0,7,0.3047879934310913,0.3423638343811035,0.046091228723526
4,0,8,0.2564339339733124,0.31240975856781006,0.0509757362306118
4,0,9,0.4661681056022644,0.6062584519386292,0.024414753541350365
4,0,10,0.34122806787490845,0.5267698764801025,0.0443342924118042
4,0,11,0.2676795721054077,0.4803679585456848,0.04770096018910408
4,0,12,0.2149292230606079,0.44593602418899536,0.04779732972383499
4,0,13,0.4712163507938385,0.7173834443092346,0.033455412834882736
4,0,14,0.3581002354621887,0.6555229425430298,0.05114605277776718
4,0,15,0.2947266101837158,0.6085392236709595,0.05136076360940933
4,0,16,0.24665647745132446,0.5707257986068726,0.04759582132101059
4,0,17,0.4909409284591675,0.8063259124755859,0.040941815823316574
4,0,18,0.4041188061237335,0.8044882416725159,0.05183882638812065
4,0,19,0.35360267758369446,0.7909438610076904,0.055815357714891434
4,0,20,0.31042808294296265,0.7725703716278076,0.058245107531547546
5,0,0,0.7195931077003479,0.7830061912536621,9.461749073125247e-07
5,0,1,0.6931062340736389,0.5337580442428589,-0.018953846767544746
5,0,2,0.6334629058837891,0.35608556866645813,-0.022909918799996376
5,0,3,0.5829426050186157,0.20088213682174683,-0.02268357202410698
5,0,4,0.5498610138893127,0.07905715703964233,-0.020611893385648727
5,0,5,0.48328378796577454,0.4833765923976898,0.007554728537797928
5,0,6,0.36849337816238403,0.38368797302246094,0.025194799527525902
5,0,7,0.303241491317749,0.34158754348754883,0.03399532288312912
5,0,8,0.25453969836235046,0.31423020362854004,0.03776052966713905
5,0,9,0.4647759199142456,0.606240451335907,0.01801639422774315
5,0,10,0.34068816900253296,0.5250322222709656,0.03708367794752121
5,0,11,0.26713043451309204,0.478407621383667,0.04004143923521042
5,0,12,0.21585127711296082,0.44597452878952026,0.04002998396754265
5,0,13,0.4691529870033264,0.7151516079902649,0.027391236275434494
5,0,14,0.35556238889694214,0.6554408669471741,0.04399403557181358
5,0,15,0.29322391748428345,0.610606849193573,0.04350453242659569
5,0,16,0.24613729119300842,0.5749364495277405,0.03939695656299591
5,0,17,0.48919031023979187,0.8027832508087158,0.034818973392248154
5,0,18,0.4022444486618042,0.8026884198188782,0.04337352141737938
5,0,19,0.35244330763816833,0.7893046736717224,0.046022750437259674
5,0,20,0.3102114498615265,0.7698467373847961,0.04805200919508934
6,0,0,0.7159476280212402,0.7848355770111084,9.739713959788787e-07
6,0,1,0.6924174427986145,0.5311649441719055,-0.01386973261833191
6,0,2,0.6323831677436829,0.3559878468513489,-0.010174724273383617
6,0,3,0.5837756991386414,0.20563408732414246,-0.004037925973534584
6,0,4,0.5548134446144104,0.08673533797264099,0.0041761561296880245
6,0,5,0.4806602895259857,0.4802612066268921,0.03363662213087082
6,0,6,0.3692171573638916,0.3836776316165924,0.06038723140954971
6,0,7,0.30573055148124695,0.33949416875839233,0.07156553864479065
6,0,8,0.25699177384376526,0.31079670786857605,0.07566586136817932
